s_no,financial_year,insurer,product_name,type_of_product,uin,date_of_approval,document_url,document_filename,local_file_path,r2_url,archive_status,scraped_at
GEN1078,2016-2017,Export Credit Guarantee Corporation of India Ltd.,Specific Services Contract (Political/Comprehensive Risks) Policy,,IRDAN124P0009V02200506,31-10-2016,https://irdai.gov.in/documents/37343/993134/34.zip_GEN1078.zip/9458ab29-a662-a2f5-c840-f7a369b6cf1b?version=1.1&t=1668751168336&download=true,34.zip_GEN1078.zip,,https://insurance-data.r2.dev/nonlife/2016-2017/Export-Credit-Guarantee-Corporation-of-India-Ltd./IRDAN124P0009V02200506_Specific-Services-Contract-(Political-Comprehensive-Risks)-Policy.pdf,Non-Archived,2025-12-01T02:58:30.162038
GEN1079,2016-2017,Future Generali India Insurance Co. Ltd,Commercial general Liability:Occurance based,,FGI-LI-P16-17-V01-16-17,23-06-2016,https://irdai.gov.in/documents/37343/993134/35_GEN1079.pdf/03a859f2-727c-16d8-c1cf-3aae82ce2ca2?version=1.1&t=1668751343545&download=true,35_GEN1079.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/FGI-LI-P16-17-V01-16-17_Commercial-general-Liability-Occurance-based.pdf,Non-Archived,2025-12-01T02:58:30.162149
GEN1080,2016-2017,Future Generali India Insurance Co. Ltd,Political violence insurance policy,,IRDAN132P0001V01201617,12-08-2016,https://irdai.gov.in/documents/37343/993134/36_GEN1080.pdf/39f7ea4e-df3f-428c-da0a-b1ecb436bf06?version=1.1&t=1668751458619&download=true,36_GEN1080.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132P0001V01201617_Political-violence-insurance-policy.pdf,Non-Archived,2025-12-01T02:58:30.162259
GEN1081,2016-2017,Future Generali India Insurance Co. Ltd,Commercial Crime Insurance,,IRDAN132P0002V01201617,02-11-2016,https://irdai.gov.in/documents/37343/993134/37_GEN1081.pdf/2cb61956-1fa0-de09-9556-e9281eb1412c?version=1.1&t=1668751629296&download=true,37_GEN1081.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132P0002V01201617_Commercial-Crime-Insurance.pdf,Non-Archived,2025-12-01T02:58:30.162391
GEN1082,2016-2017,Future Generali India Insurance Co. Ltd,Insurance Brokers Professional Indemnity Insurance,,IRDAN132P0003V01201617,10-03-2017,https://irdai.gov.in/documents/37343/993134/38.Policy+Wordings_IBPII_GEN1082.pdf/9b565171-4328-ee7a-b9e2-450d599d48a8?version=1.1&t=1668751698639&download=true,38.Policy Wordings_IBPII_GEN1082.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132P0003V01201617_Insurance-Brokers-Professional-Indemnity-Insurance.pdf,Non-Archived,2025-12-01T02:58:30.162506
GEN1083,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Accidental damage clause,,IRDAN132A0001V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1083.pdf/82e51c24-4b3c-95ed-b26c-7491eb6fb6be?version=1.1&t=1668751837975&download=true,39-57..FGICL-SFSP_GEN1083.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0001V01201617_Standard-Fire-and-Special-Peril-Policy-Accidental-damage-clause.pdf,Non-Archived,2025-12-01T02:58:30.162619
GEN1084,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Accounts receivable,,IRDAN132A0002V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1084.pdf/12d4c35c-fff5-3ed7-eeb5-51e0d61a7255?version=1.1&t=1668752041374&download=true,39-57..FGICL-SFSP_GEN1084.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0002V01201617_Standard-Fire-and-Special-Peril-Policy-Accounts-receivable.pdf,Non-Archived,2025-12-01T02:58:30.162730
GEN1085,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Additional customs duty,,IRDAN132A0003V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1085.pdf/9b74e9fe-414b-e69a-f1d6-cb25a5091787?version=1.1&t=1668752142549&download=true,39-57..FGICL-SFSP_GEN1085.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0003V01201617_Standard-Fire-and-Special-Peril-Policy-Additional-customs-duty.pdf,Non-Archived,2025-12-01T02:58:30.162841
GEN1086,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Automatic hold cover,,IRDAN132A0004V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1086.pdf/34290eef-7255-6bef-eb87-793d5e0e9931?version=1.1&t=1668752289316&download=true,39-57..FGICL-SFSP_GEN1086.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0004V01201617_Standard-Fire-and-Special-Peril-Policy-Automatic-hold-cover.pdf,Non-Archived,2025-12-01T02:58:30.162951
GEN1087,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Boiler and Machinery Coverage Endorsement,,IRDAN132A0005V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1087.pdf/c302fac4-fae6-6181-36fc-22a58aa5ed2a?version=1.1&t=1668752393172&download=true,39-57..FGICL-SFSP_GEN1087.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0005V01201617_Standard-Fire-and-Special-Peril-Policy-Boiler-and-Machinery-Coverage-Endorsement.pdf,Non-Archived,2025-12-01T02:58:30.163062
GEN1088,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Capital addtions Clause,,IRDAN132A0006V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1088.pdf/c4933958-2404-c7bc-30b8-b37ed68e0e31?version=1.1&t=1668752469206&download=true,39-57..FGICL-SFSP_GEN1088.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0006V01201617_Standard-Fire-and-Special-Peril-Policy-Capital-addtions-Clause.pdf,Non-Archived,2025-12-01T02:58:30.163172
GEN1089,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Claim preparation costs,,IRDAN132A0007V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1089.pdf/b1b19fb5-d0ce-2a8f-336f-5e23506658ac?version=1.1&t=1668752573818&download=true,39-57..FGICL-SFSP_GEN1089.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0007V01201617_Standard-Fire-and-Special-Peril-Policy-Claim-preparation-costs.pdf,Non-Archived,2025-12-01T02:58:30.163283
GEN1090,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Cost of rewriting records clause,,IRDAN132A0008V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1090.pdf/32875301-d61b-d81d-9f73-d554d68f6ad8?version=1.1&t=1668752653877&download=true,39-57..FGICL-SFSP_GEN1090.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0008V01201617_Standard-Fire-and-Special-Peril-Policy-Cost-of-rewriting-records-clause.pdf,Non-Archived,2025-12-01T02:58:30.163413
GEN1091,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Deliberate Damage clause,,IRDAN132A0009V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1091.pdf/374f0630-5ee5-86ee-daf3-1096c5ff4293?version=1.1&t=1668752734632&download=true,39-57..FGICL-SFSP_GEN1091.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0009V01201617_Standard-Fire-and-Special-Peril-Policy-Deliberate-Damage-clause.pdf,Non-Archived,2025-12-01T02:58:32.970966
GEN1092,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Electrical apparatus clause,,IRDAN132A0010V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1092.pdf/cd14db5f-1b30-8053-91e6-b0e8d2f761d4?version=1.1&t=1668752831175&download=true,39-57..FGICL-SFSP_GEN1092.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0010V01201617_Standard-Fire-and-Special-Peril-Policy-Electrical-apparatus-clause.pdf,Non-Archived,2025-12-01T02:58:32.971109
GEN1093,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Employees personal property effects,,IRDAN132A0011V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1093.pdf/f9bfce77-4cef-7d9b-0625-8f2598273ebd?version=1.1&t=1668752910250&download=true,39-57..FGICL-SFSP_GEN1093.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0011V01201617_Standard-Fire-and-Special-Peril-Policy-Employees-personal-property-effects.pdf,Non-Archived,2025-12-01T02:58:32.971235
GEN1094,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Errors and Omission,,IRDAN132A0012V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1094.pdf/b33787a4-fae5-3a8d-0c1d-ec34441df95a?version=1.1&t=1668753000895&download=true,39-57..FGICL-SFSP_GEN1094.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0012V01201617_Standard-Fire-and-Special-Peril-Policy-Errors-and-Omission.pdf,Non-Archived,2025-12-01T02:58:32.971377
GEN1095,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-House Breaking,,IRDAN132A0013V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1095.pdf/ec43c93d-0172-8c7d-64fa-31ed47105369?version=1.1&t=1668753106261&download=true,39-57..FGICL-SFSP_GEN1095.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0013V01201617_Standard-Fire-and-Special-Peril-Policy-House-Breaking.pdf,Non-Archived,2025-12-01T02:58:32.971500
GEN1096,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Invlountary Betterment,,IRDAN132A0014V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1096.pdf/82ce4de6-e9a1-55eb-838d-c86d1a97d0eb?version=1.1&t=1668753252763&download=true,39-57..FGICL-SFSP_GEN1096.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0014V01201617_Standard-Fire-and-Special-Peril-Policy-Invlountary-Betterment.pdf,Non-Archived,2025-12-01T02:58:32.971618
GEN1097,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Keys and locks,,IRDAN132A0015V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1097.pdf/98dd8317-1d0f-b2ba-35b6-9aeeb53c2e08?version=1.1&t=1668753344909&download=true,39-57..FGICL-SFSP_GEN1097.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0015V01201617_Standard-Fire-and-Special-Peril-Policy-Keys-and-locks.pdf,Non-Archived,2025-12-01T02:58:32.971734
GEN1098,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Merger and acquisition,,IRDAN132A0016V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1098.pdf/6d696862-9050-1d1e-3611-1a70bad4cce3?version=1.1&t=1668753449903&download=true,39-57..FGICL-SFSP_GEN1098.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0016V01201617_Standard-Fire-and-Special-Peril-Policy-Merger-and-acquisition.pdf,Non-Archived,2025-12-01T02:58:32.971850
GEN1099,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Minor works,,IRDAN132A0017V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1099.pdf/8f2719a9-3fcf-775d-4694-6c49ebed87c5?version=1.1&t=1668753675854&download=true,39-57..FGICL-SFSP_GEN1099.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0017V01201617_Standard-Fire-and-Special-Peril-Policy-Minor-works.pdf,Non-Archived,2025-12-01T02:58:32.971964
GEN1100,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Original Equipment Manufacture parts,,IRDAN132A0018V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1100.pdf/5ed6225c-c5be-c740-4222-babda938b3c4?version=1.1&t=1668753785307&download=true,39-57..FGICL-SFSP_GEN1100.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0018V01201617_Standard-Fire-and-Special-Peril-Policy-Original-Equipment-Manufacture-parts.pdf,Non-Archived,2025-12-01T02:58:32.972077
GEN1101,2016-2017,Future Generali India Insurance Co. Ltd,Standard Fire and Special Peril Policy-Obsolete Equipment,,IRDAN132A0019V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/39-57..FGICL-SFSP_GEN1101.pdf/dfb02565-fc48-f6fd-ae56-2c0541e00212?version=1.1&t=1668753870254&download=true,39-57..FGICL-SFSP_GEN1101.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132A0019V01201617_Standard-Fire-and-Special-Peril-Policy-Obsolete-Equipment.pdf,Non-Archived,2025-12-01T02:58:32.972192
GEN1102,2016-2017,Future Generali India Insurance Co. Ltd,Trade Credit Insurance Policy,,IRDAN132P0004V01201617,31-03-2017,https://irdai.gov.in/documents/37343/993134/58..TCI+Policy+Wording_GEN1102.pdf/6306018b-ee19-bd40-3b68-e4bb1a9bda3f?version=1.1&t=1668753984137&download=true,58..TCI Policy Wording_GEN1102.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Future-Generali-India-Insurance-Co.-Ltd/IRDAN132P0004V01201617_Trade-Credit-Insurance-Policy.pdf,Non-Archived,2025-12-01T02:58:32.972321
GEN1103,2016-2017,HDFC ERGO General Insurance Co. Ltd.,Business Suraksha Plus,,IRDAN125P0001V01201617,31-05-2016,https://irdai.gov.in/documents/37343/993134/059.zip_GEN1103.zip/bb16873c-faed-a7fa-c69b-7c76e9d6fe5c?version=1.1&t=1668754117206&download=true,059.zip_GEN1103.zip,,https://insurance-data.r2.dev/nonlife/2016-2017/HDFC-ERGO-General-Insurance-Co.-Ltd./IRDAN125P0001V01201617_Business-Suraksha-Plus.pdf,Non-Archived,2025-12-01T02:58:32.972446
GEN1104,2016-2017,HDFC ERGO General Insurance Co. Ltd.,Political Risk Insurance Policy,,IRDAN125P0002V01201617,21-07-2016,https://irdai.gov.in/documents/37343/993134/060.zip_GEN1104.zip/8f397c7e-8bb3-1549-4f94-f767f7dc3575?version=1.1&t=1668754225057&download=true,060.zip_GEN1104.zip,,https://insurance-data.r2.dev/nonlife/2016-2017/HDFC-ERGO-General-Insurance-Co.-Ltd./IRDAN125P0002V01201617_Political-Risk-Insurance-Policy.pdf,Non-Archived,2025-12-01T02:58:32.972561
GEN1105,2016-2017,HDFC ERGO General Insurance Co. Ltd.,HDFC ERGO Pradhan Mantri Fasal Bima Yojana Policy ( PMFBY),,IRDAN125P0003V01201617,16-09-2016,https://irdai.gov.in/documents/37343/993134/061.zip_GEN1105.zip/78abb719-7e1c-e270-202c-1f138fc3e4cc?version=1.1&t=1668754320027&download=true,061.zip_GEN1105.zip,,https://insurance-data.r2.dev/nonlife/2016-2017/HDFC-ERGO-General-Insurance-Co.-Ltd./IRDAN125P0003V01201617_HDFC-ERGO-Pradhan-Mantri-Fasal-Bima-Yojana-Policy-(-PMFBY).pdf,Non-Archived,2025-12-01T02:58:32.972687
GEN1106,2016-2017,HDFC ERGO General Insurance Co. Ltd.,Trade Credit Insurance Policy,,IRDAN125P0004V01201617,24-10-2016,https://irdai.gov.in/documents/37343/993134/062.zip_GEN1106.zip/5d10d92b-d45e-8830-320f-a31d86baf2e0?version=1.1&t=1668754391342&download=true,062.zip_GEN1106.zip,,https://insurance-data.r2.dev/nonlife/2016-2017/HDFC-ERGO-General-Insurance-Co.-Ltd./IRDAN125P0004V01201617_Trade-Credit-Insurance-Policy.pdf,Non-Archived,2025-12-01T02:58:32.972802
GEN1107,2016-2017,HDFC ERGO General Insurance Co. Ltd,Zero Depreciation Claim for Long Term Two Wheeler Package Policy,,IRDAN125P0001V01201516,03-01-2017,https://irdai.gov.in/documents/37343/993134/63..HDFC+Zero+Depreciation.tif_GEN1107.tif/a7e919ca-e667-cdd3-479e-7b5bf1c0e4fe?version=1.1&t=1668765404349&download=true,63..HDFC Zero Depreciation.tif_GEN1107.tif,,https://insurance-data.r2.dev/nonlife/2016-2017/HDFC-ERGO-General-Insurance-Co.-Ltd/IRDAN125P0001V01201516_Zero-Depreciation-Claim-for-Long-Term-Two-Wheeler-Package-Policy.pdf,Non-Archived,2025-12-01T02:58:32.972917
GEN1108,2016-2017,HDFC ERGO General Insurance Co. Ltd,Restructured Weather Based Crop Insurance Scheme (RWBCIS),,IRDAN125P0005V01201617,24-03-2017,https://irdai.gov.in/documents/37343/993134/64--RWBCIS_GEN1108.pdf/bb685e3c-2cb1-5471-a0ba-3ceb9242f00f?version=1.1&t=1668755377574&download=true,64--RWBCIS_GEN1108.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/HDFC-ERGO-General-Insurance-Co.-Ltd/IRDAN125P0005V01201617_Restructured-Weather-Based-Crop-Insurance-Scheme-(RWBCIS).pdf,Non-Archived,2025-12-01T02:58:32.973032
GEN1109,2016-2017,ICICI Lombard General Insurance Co. Ltd.,Business Guard,,IRDAN115P0002V01201617,22-02-2017,https://irdai.gov.in/documents/37343/993134/65.Business+guard_GEN1109.pdf/23a677b5-d2eb-9d9c-fe69-75569dcdc665?version=1.1&t=1668765464554&download=true,65.Business guard_GEN1109.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/ICICI-Lombard-General-Insurance-Co.-Ltd./IRDAN115P0002V01201617_Business-Guard.pdf,Non-Archived,2025-12-01T02:58:32.973148
GEN1110,2016-2017,ICICI Lombard General Insurance Co. Ltd.,Pradhan Mantri Fasal Bima Yojana,,IRDAN115P0001V01201617,04-11-2016,https://irdai.gov.in/documents/37343/993134/66_GEN1110.pdf/e4de5f98-4197-ab3a-9bb6-d4a0b3a714f2?version=1.1&t=1668765587156&download=true,66_GEN1110.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/ICICI-Lombard-General-Insurance-Co.-Ltd./IRDAN115P0001V01201617_Pradhan-Mantri-Fasal-Bima-Yojana.pdf,Non-Archived,2025-12-01T02:58:32.973262
GEN1111,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Clinical Trials Policy,,ITG-LI-P16-18-V01-16-17,30-06-2016,https://irdai.gov.in/documents/37343/993134/67_GEN1111.pdf/c012688f-2e31-a675-6f76-6665df1ab2a8?version=1.1&t=1668765662170&download=true,67_GEN1111.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/IFFCO-Tokio-General-Insurance-Co.-Ltd./ITG-LI-P16-18-V01-16-17_Clinical-Trials-Policy.pdf,Non-Archived,2025-12-01T02:58:32.973396
GEN1112,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Long Term Standard Motor Package Policy for Two Wheelers,,ITG-MO-P16-39-V01-16-17,07-07-2016,https://irdai.gov.in/documents/37343/993134/68_GEN1112.pdf/5ceb8274-1127-7d88-7cea-6c13cd6ab29e?version=1.1&t=1668765727367&download=true,68_GEN1112.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/IFFCO-Tokio-General-Insurance-Co.-Ltd./ITG-MO-P16-39-V01-16-17_Long-Term-Standard-Motor-Package-Policy-for-Two-Wheelers.pdf,Non-Archived,2025-12-01T02:58:32.973516
GEN1113,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Directors and Officers liblility and Company Reimbursement Liability Insurance,,IRDAN106P0003V02200203,18-07-2016,https://irdai.gov.in/documents/37343/993134/69_GEN1113.pdf/b464d28c-2041-55dd-19ee-709151cdf722?version=1.1&t=1668765838031&download=true,69_GEN1113.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/IFFCO-Tokio-General-Insurance-Co.-Ltd./IRDAN106P0003V02200203_Directors-and-Officers-liblility-and-Company-Reimbursement-Liability-Insurance.pdf,Non-Archived,2025-12-01T02:58:32.973632
GEN1114,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Pradhan Mantri Fasal Bima Yojana (PMFBY),,IRDAN106P0001V01201617,29-09-2016,https://irdai.gov.in/documents/37343/993134/70.zip_GEN1114.zip/9ba7df5c-fae8-5cd6-200d-8b8174d80df0?version=1.1&t=1668766038892&download=true,70.zip_GEN1114.zip,,https://insurance-data.r2.dev/nonlife/2016-2017/IFFCO-Tokio-General-Insurance-Co.-Ltd./IRDAN106P0001V01201617_Pradhan-Mantri-Fasal-Bima-Yojana-(PMFBY).pdf,Non-Archived,2025-12-01T02:58:32.973747
GEN1115,2016-2017,IFFCO Tokio General Insurance Co. Ltd.,Unified Package Insurance Scheme (UPIS),,IRDAN106P0002V01201617,24-10-2016,https://irdai.gov.in/documents/37343/993134/71_GEN1115.pdf/56139600-24e5-2529-0d03-a71b186f53cf?version=1.1&t=1668766246096&download=true,71_GEN1115.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/IFFCO-Tokio-General-Insurance-Co.-Ltd./IRDAN106P0002V01201617_Unified-Package-Insurance-Scheme-(UPIS).pdf,Non-Archived,2025-12-01T02:58:32.973926
GEN1116,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure,,IRDAN152P0001V01201617,04-07-2016,https://irdai.gov.in/documents/37343/993134/72_GEN1116.pdf/95184a50-1294-8e8d-2b13-1a9ddc53b940?version=1.1&t=1668766318565&download=true,72_GEN1116.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152P0001V01201617_Kotak-Corporate-Vehicle-Secure.pdf,Non-Archived,2025-12-01T02:58:32.974041
GEN1117,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-RETURN TO INVOICE,,IRDAN152A0004V01201617,18-10-2016,https://irdai.gov.in/documents/37343/993134/73-77_GEN1117.pdf/b0ebd647-5d16-1f37-9170-da2514dd71c8?version=1.1&t=1668766437870&download=true,73-77_GEN1117.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152A0004V01201617_Kotak-Corporate-Vehicle-Secure-RETURN-TO-INVOICE.pdf,Non-Archived,2025-12-01T02:58:32.974154
GEN1118,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-ENGINE PROTECT,,IRDAN152A0005V01201617,18-10-2016,https://irdai.gov.in/documents/37343/993134/73-77_GEN1118.pdf/d77603b3-1a56-4525-7f28-01d8251f8ffc?version=1.1&t=1668766517806&download=true,73-77_GEN1118.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152A0005V01201617_Kotak-Corporate-Vehicle-Secure-ENGINE-PROTECT.pdf,Non-Archived,2025-12-01T02:58:32.974269
GEN1119,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-CONSUMABLE COVER,,IRDAN152A0006V01201617,18-10-2016,https://irdai.gov.in/documents/37343/993134/73-77_GEN1119.pdf/9d4295f3-cc79-db3b-0a78-970f8b2716c4?version=1.1&t=1668766585315&download=true,73-77_GEN1119.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152A0006V01201617_Kotak-Corporate-Vehicle-Secure-CONSUMABLE-COVER.pdf,Non-Archived,2025-12-01T02:58:32.974404
GEN1120,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-Depreciation Cover,,IRDAN152A0002V01201617,18-10-2016,https://irdai.gov.in/documents/37343/993134/73-77_GEN1120.pdf/c55300c5-e144-fbef-517c-0a27674b6d42?version=1.1&t=1668766745454&download=true,73-77_GEN1120.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152A0002V01201617_Kotak-Corporate-Vehicle-Secure-Depreciation-Cover.pdf,Non-Archived,2025-12-01T02:58:32.974520
GEN1121,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Corporate Vehicle Secure-Road Side assistance (applicable only for Private Vehicle),,IRDAN152A0003V01201617,18-10-2016,https://irdai.gov.in/documents/37343/993134/73-77_GEN1121.pdf/a821a3c5-eb4c-a50a-416e-2a1e533aab9d?version=1.1&t=1668767011416&download=true,73-77_GEN1121.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152A0003V01201617_Kotak-Corporate-Vehicle-Secure-Road-Side-assistance-(applicable-only-for-Private-Vehicle).pdf,Non-Archived,2025-12-01T02:58:32.974634
GEN1122,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Fire Secure,,IRDAN152P0009V01201617,31-10-2016,https://irdai.gov.in/documents/37343/993134/78_GEN1122.pdf/02f54a3f-c8f5-f8b3-d5d3-fc722f97a7b0?version=1.1&t=1668767083477&download=true,78_GEN1122.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152P0009V01201617_Kotak-Fire-Secure.pdf,Non-Archived,2025-12-01T02:58:32.974747
GEN1123,2016-2017,Kotak Mahindra General Insurance Company Limited,Kotak Burglary Secure,,IRDAN152P0007V01201617,31-10-2016,https://irdai.gov.in/documents/37343/993134/79_GEN1123.pdf/7f13513a-4987-7b7d-c419-212bb22462f3?version=1.1&t=1668767203107&download=true,79_GEN1123.pdf,,https://insurance-data.r2.dev/nonlife/2016-2017/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152P0007V01201617_Kotak-Burglary-Secure.pdf,Non-Archived,2025-12-01T02:58:32.974859
